numNeuronios,meanAp,stdAp
1,0.31381695351455685,0.0
2,0.5404850927124744,0.1851600141590154
3,0.5416754073503267,0.18634221238617898
4,0.6117527436599143,0.1495894935387266
5,0.5408163887342148,0.18567560833599356
6,0.6045779185793269,0.1460020856035202
7,0.686727895987491,0.0259235451761113
8,0.6919275280734534,0.008398553985730873
9,0.6920337601913251,0.01015909387460363
10,0.6908795506254961,0.01120717552075594
11,0.6963007320895501,0.021341661325494376
12,0.7055370693962106,0.011795250086845071
13,0.696439783651676,0.015159126132834374
14,0.7018513412486052,0.006839511254387632
15,0.6996351024530403,0.008536455116436678
16,0.6935853028948828,0.00822495343353995
17,0.6809567964697251,0.011402254911736532
18,0.7025826898456196,0.003709685939943389
19,0.6953754366936501,0.01908322250597033
20,0.7069590268660025,0.008943976590188252
21,0.6920563697833076,0.015099823083512836
22,0.6874341002831053,0.017206843770231177
23,0.7012124514418181,0.002819431261639129
24,0.6896061850514597,0.010892823669029415
25,0.6947064676695536,0.011833679458037736
26,0.7062732001149962,0.006110843711334029
27,0.6978331226997538,0.009427235127117326
28,0.6969169144519806,0.00806382025362253
29,0.7072165694315072,0.011039545259077315
30,0.6873595799409961,0.018231538727870197
31,0.6965670118947137,0.005233981858997799
32,0.6920375457083153,0.011662412860251232
33,0.6970020225698328,0.013011180540904032
34,0.688681157924632,0.0165068746142091
35,0.6829516986811303,0.016463658940516455
36,0.70013148857304,0.011994918463270606
37,0.69728556414396,0.010389864881556384
38,0.6937308132548458,0.014000280295549398
39,0.6979859132844576,0.01624397582614174
40,0.6922402432564403,0.015379993393635931
41,0.6717870749291506,0.026592815576052697
42,0.7004217514115364,0.008851493369612839
43,0.6969524289803483,0.015535337645974829
44,0.6877748571677311,0.012164346610825763
45,0.6824768290454188,0.017181500149724957
46,0.6884212990038919,0.013228897913092457
47,0.6924897080952098,0.009416593368027913
48,0.6830056681295595,0.0136698703240227
49,0.6944205223446497,0.006826969854862652
